gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
80,2025-06-23,boxscore,LAA,L,5,9,40-40,4,-6.0,2:52:00,172.0,N,30137,2025,40,40,0.5,Monday
79,2025-06-22,boxscore,SFG,L,5,9,40-39,4,-6.0,2:43:00,163.0,D,40350,2025,40,39,0.51,Sunday
78,2025-06-21,boxscore,SFG,L,2,3,40-38,4,-5.0,2:09:00,129.0,D,39027,2025,40,38,0.51,Saturday
77,2025-06-20,boxscore,SFG,W,7,5,40-37,4,-4.0,2:53:00,173.0,N,40169,2025,40,37,0.52,Friday
76,2025-06-18,boxscore,SEA,W,3,1,39-37,4,-4.5,2:14:00,134.0,D,32200,2025,39,37,0.51,Wednesday
75,2025-06-17,boxscore,SEA,L,0,8,38-37,4,-5.5,2:19:00,139.0,N,26974,2025,38,37,0.51,Tuesday
74,2025-06-16,boxscore,SEA,W,2,0,38-36,4,-5.5,2:30:00,150.0,N,24490,2025,38,36,0.51,Monday
73,2025-06-15,boxscore,NYY,W,2,0,37-36,4,-6.5,2:30:00,150.0,D,36475,2025,37,36,0.51,Sunday
72,2025-06-14,boxscore,NYY,W,4,3,36-36,4,-7.5,2:36:00,156.0,N,36414,2025,36,36,0.5,Saturday
71,2025-06-13,boxscore,NYY,W,2,1,35-36,4,-8.5,2:57:00,177.0,N,36622,2025,35,36,0.49,Friday
70,2025-06-11,boxscore,TBR,W,4,3,34-36,4,-9.0,2:21:00,141.0,N,36003,2025,34,36,0.49,Wednesday
69,2025-06-10,boxscore,TBR,W,3,1,33-36,4,-9.0,2:26:00,146.0,N,31917,2025,33,36,0.48,Tuesday
68,2025-06-09,boxscore,TBR,L,8,10,32-36,4,-9.0,3:49:00,229.0,N,31422,2025,32,36,0.47,Monday
67,2025-06-08,boxscore,NYY,W,11,7,32-35,4,-8.5,3:22:00,202.0,N,45140,2025,32,35,0.48,Sunday
66,2025-06-07,boxscore,NYY,W,10,7,31-35,4,-9.5,2:57:00,177.0,N,47020,2025,31,35,0.47,Saturday
65,2025-06-06,boxscore,NYY,L,6,9,30-35,4,-10.5,2:52:00,172.0,N,46783,2025,30,35,0.46,Friday
64,2025-06-04,boxscore,LAA,W,11,9,30-34,4,-9.0,3:03:00,183.0,D,33073,2025,30,34,0.47,Wednesday
63,2025-06-03,boxscore,LAA,L,3,4,29-34,4,-10.0,3:03:00,183.0,N,33003,2025,29,34,0.46,Tuesday
62,2025-06-02,boxscore,LAA,L,6,7,29-33,4,-9.0,2:49:00,169.0,N,31688,2025,29,33,0.47,Monday
61,2025-06-01,boxscore,ATL,W,3,1,29-32,4,-8.5,2:13:00,133.0,D,38279,2025,29,32,0.48,Sunday
60,2025-05-31,boxscore,ATL,L,0,5,28-32,4,-8.5,2:16:00,136.0,D,41444,2025,28,32,0.47,Saturday
59,2025-05-30,boxscore,ATL,W,5,1,28-31,4,-8.5,3:05:00,185.0,N,39842,2025,28,31,0.47,Friday
58,2025-05-28,boxscore,MIL,L,5,6,27-31,4,-9.5,3:14:00,194.0,D,24603,2025,27,31,0.47,Wednesday
57,2025-05-27,boxscore,MIL,L,1,5,27-30,4,-8.5,3:01:00,181.0,N,26489,2025,27,30,0.47,Tuesday
56,2025-05-26,boxscore,MIL,L,2,3,27-29,4,-7.5,2:43:00,163.0,D,40181,2025,27,29,0.48,Monday
55,2025-05-25,boxscore,BAL,L,1,5,27-28,3,-6.5,2:38:00,158.0,D,36824,2025,27,28,0.49,Sunday
54,2025-05-24,boxscore,BAL,L,1,2,27-27,2,-5.5,2:42:00,162.0,N,34604,2025,27,27,0.5,Saturday
53,2025-05-24,boxscore,BAL,W,6,5,27-26,2,-5.5,3:06:00,186.0,D,30958,2025,27,26,0.51,Saturday
52,2025-05-23,boxscore,BAL,W,19,5,26-26,2,-5.0,3:12:00,192.0,D,31150,2025,26,26,0.5,Friday
51,2025-05-21,boxscore,NYM,L,1,5,25-26,3,-5.5,2:54:00,174.0,N,31661,2025,25,26,0.49,Wednesday
50,2025-05-20,boxscore,NYM,W,2,0,25-25,2,-4.5,2:33:00,153.0,N,33208,2025,25,25,0.5,Tuesday
49,2025-05-19,boxscore,NYM,W,3,1,24-25,2,-4.5,2:38:00,158.0,N,33548,2025,24,25,0.49,Monday
48,2025-05-18,boxscore,ATL,L,4,10,23-25,2,-5.0,2:26:00,146.0,D,35012,2025,23,25,0.48,Sunday
47,2025-05-17,boxscore,ATL,W,7,6,23-24,2,-4.0,2:53:00,173.0,N,34594,2025,23,24,0.49,Saturday
46,2025-05-16,boxscore,ATL,L,2,4,22-24,2,-5.0,2:35:00,155.0,N,34648,2025,22,24,0.48,Friday
45,2025-05-14,boxscore,DET,L,5,6,22-23,3,-4.0,2:38:00,158.0,N,21013,2025,22,23,0.49,Wednesday
44,2025-05-13,boxscore,DET,L,9,10,22-22,2,-3.0,3:37:00,217.0,N,20115,2025,22,22,0.5,Tuesday
43,2025-05-12,boxscore,DET,L,2,14,22-21,2,-3.0,2:33:00,153.0,N,20136,2025,22,21,0.51,Monday
42,2025-05-11,boxscore,KCR,W,3,1,22-20,2,-2.0,2:24:00,144.0,D,25785,2025,22,20,0.52,Sunday
41,2025-05-10,boxscore,KCR,W,10,1,21-20,2,-2.0,2:40:00,160.0,N,29460,2025,21,20,0.51,Saturday
40,2025-05-09,boxscore,KCR,L,1,2,20-20,2,-3.0,3:07:00,187.0,N,30348,2025,20,20,0.5,Friday
39,2025-05-08,boxscore,TEX,W,5,0,20-19,2,-2.0,2:37:00,157.0,D,27800,2025,20,19,0.51,Thursday
38,2025-05-07,boxscore,TEX,W,6,4,19-19,2,-2.5,2:44:00,164.0,N,31437,2025,19,19,0.5,Wednesday
37,2025-05-06,boxscore,TEX,L,1,6,18-19,2,-2.5,2:46:00,166.0,N,29858,2025,18,19,0.49,Tuesday
36,2025-05-04,boxscore,MIN,L,4,5,18-18,2,-2.0,2:30:00,150.0,D,33539,2025,18,18,0.5,Sunday
35,2025-05-03,boxscore,MIN,L,3,4,18-17,2,-2.0,2:44:00,164.0,D,36250,2025,18,17,0.51,Saturday
34,2025-05-02,boxscore,MIN,W,6,1,18-16,2,-2.0,2:29:00,149.0,N,35914,2025,18,16,0.53,Friday
33,2025-05-01,boxscore,TOR,L,2,4,17-16,2,-2.0,2:08:00,128.0,N,24198,2025,17,16,0.52,Thursday
32,2025-04-30,boxscore,TOR,L,6,7,17-15,2,-1.5,2:56:00,176.0,N,26498,2025,17,15,0.53,Wednesday
31,2025-04-29,boxscore,TOR,W,10,2,17-14,2,-1.5,2:29:00,149.0,N,28045,2025,17,14,0.55,Tuesday
30,2025-04-27,boxscore,CLE,W,13,3,16-14,2,-2.0,2:44:00,164.0,D,24621,2025,16,14,0.53,Sunday
29,2025-04-26,boxscore,CLE,W,7,3,15-14,2,-1.5,2:29:00,149.0,N,24316,2025,15,14,0.52,Saturday
28,2025-04-26,boxscore,CLE,L,4,5,14-14,2,-1.5,2:34:00,154.0,D,17367,2025,14,14,0.5,Saturday
27,2025-04-24,boxscore,SEA,L,3,4,14-13,2,-2.0,2:54:00,174.0,D,35655,2025,14,13,0.52,Thursday
26,2025-04-23,boxscore,SEA,L,5,8,14-12,2,-1.5,2:54:00,174.0,N,31904,2025,14,12,0.54,Wednesday
25,2025-04-22,boxscore,SEA,W,8,3,14-11,2,-0.5,3:14:00,194.0,N,33027,2025,14,11,0.56,Tuesday
24,2025-04-21,boxscore,CHW,W,4,2,13-11,2,-1.5,2:14:00,134.0,D,34721,2025,13,11,0.54,Monday
23,2025-04-20,boxscore,CHW,L,4,8,12-11,3,-2.5,2:46:00,166.0,D,32632,2025,12,11,0.52,Sunday
22,2025-04-19,boxscore,CHW,W,4,3,12-10,3,-1.5,2:59:00,179.0,D,36559,2025,12,10,0.55,Saturday
21,2025-04-18,boxscore,CHW,W,10,3,11-10,3,-2.5,2:22:00,142.0,N,35620,2025,11,10,0.52,Friday
20,2025-04-16,boxscore,TBR,W,1,0,10-10,3,-2.0,2:17:00,137.0,N,10046,2025,10,10,0.5,Wednesday
19,2025-04-15,boxscore,TBR,W,7,4,9-10,3,-2.0,2:46:00,166.0,N,10046,2025,9,10,0.47,Tuesday
18,2025-04-14,boxscore,TBR,L,1,16,8-10,4,-2.0,2:41:00,161.0,N,10046,2025,8,10,0.44,Monday
17,2025-04-13,boxscore,CHW,W,3,1,8-9,3,-1.5,2:20:00,140.0,D,18840,2025,8,9,0.47,Sunday
16,2025-04-12,boxscore,CHW,L,2,3,7-9,3,-2.0,2:46:00,166.0,D,30423,2025,7,9,0.44,Saturday
15,2025-04-11,boxscore,CHW,L,1,11,7-8,3,-1.5,2:46:00,166.0,N,13432,2025,7,8,0.47,Friday
14,2025-04-10,boxscore,TOR,W,4,3,7-7,3,-1.0,3:11:00,191.0,D,25128,2025,7,7,0.5,Thursday
13,2025-04-09,boxscore,TOR,L,1,2,6-7,3,-2.0,2:31:00,151.0,N,29441,2025,6,7,0.46,Wednesday
12,2025-04-08,boxscore,TOR,L,1,6,6-6,3,-1.0,2:46:00,166.0,N,25575,2025,6,6,0.5,Tuesday
11,2025-04-07,boxscore,TOR,L,2,6,6-5,2,-0.5,2:54:00,174.0,N,25788,2025,6,5,0.55,Monday
10,2025-04-06,boxscore,STL,W,18,7,6-4,2,-0.5,3:10:00,190.0,N,28276,2025,6,4,0.6,Sunday
9,2025-04-06,boxscore,STL,W,5,4,5-4,2,-0.5,3:24:00,204.0,D,31495,2025,5,4,0.56,Sunday
8,2025-04-04,boxscore,STL,W,13,9,4-4,4,-1.5,3:00:00,180.0,D,36462,2025,4,4,0.5,Friday
7,2025-04-03,boxscore,BAL,W,8,4,3-4,4,-2.0,2:42:00,162.0,D,16656,2025,3,4,0.43,Thursday
6,2025-04-02,boxscore,BAL,W,3,0,2-4,5,-2.5,2:19:00,139.0,N,18146,2025,2,4,0.33,Wednesday
5,2025-03-31,boxscore,BAL,L,5,8,1-4,5,-3.0,2:43:00,163.0,D,45002,2025,1,4,0.2,Monday
4,2025-03-30,boxscore,TEX,L,2,3,1-3,5,-2.5,2:13:00,133.0,D,29137,2025,1,3,0.25,Sunday
3,2025-03-29,boxscore,TEX,L,3,4,1-2,4,-1.5,2:48:00,168.0,N,32251,2025,1,2,0.33,Saturday
2,2025-03-28,boxscore,TEX,L,1,4,1-1,3,-0.5,2:27:00,147.0,N,26766,2025,1,1,0.5,Friday
1,2025-03-27,boxscore,TEX,W,5,2,1-0,1,0.0,2:34:00,154.0,D,37585,2025,1,0,1.0,Thursday
162,2024-09-29,boxscore,TBR,W,3,1,81-81,3,-13.0,2:13:00,133.0,D,34862,2024,81,81,0.5,Sunday
161,2024-09-28,boxscore,TBR,L,2,7,80-81,3,-13.0,2:28:00,148.0,D,35333,2024,80,81,0.5,Saturday
160,2024-09-27,boxscore,TBR,L,1,2,80-80,3,-13.0,2:25:00,145.0,N,33694,2024,80,80,0.5,Friday
159,2024-09-25,boxscore,TOR,L,1,6,80-79,3,-12.5,2:30:00,150.0,N,27694,2024,80,79,0.5,Wednesday
158,2024-09-24,boxscore,TOR,W,6,5,80-78,3,-12.5,3:15:00,195.0,N,29178,2024,80,78,0.51,Tuesday
157,2024-09-23,boxscore,TOR,W,4,1,79-78,3,-13.5,2:35:00,155.0,N,22254,2024,79,78,0.5,Monday
155,2024-09-22,boxscore,MIN,W,8,1,77-78,3,-14.0,2:31:00,151.0,D,32307,2024,77,78,0.5,Sunday
156,2024-09-22,boxscore,MIN,W,9,3,78-78,3,-14.0,2:41:00,161.0,N,31941,2024,78,78,0.5,Sunday
154,2024-09-20,boxscore,MIN,L,2,4,76-78,3,-14.0,3:58:00,238.0,N,33052,2024,76,78,0.49,Friday
153,2024-09-19,boxscore,TBR,L,0,2,76-77,3,-13.0,2:07:00,127.0,N,13120,2024,76,77,0.5,Thursday
152,2024-09-18,boxscore,TBR,W,2,1,76-76,3,-13.0,2:24:00,144.0,N,12153,2024,76,76,0.5,Wednesday
151,2024-09-17,boxscore,TBR,L,3,8,75-76,3,-13.0,2:34:00,154.0,N,12169,2024,75,76,0.5,Tuesday
150,2024-09-15,boxscore,NYY,L,2,5,75-75,3,-12.0,2:51:00,171.0,D,45552,2024,75,75,0.5,Sunday
149,2024-09-14,boxscore,NYY,W,7,1,75-74,3,-11.0,2:51:00,171.0,D,46378,2024,75,74,0.5,Saturday
148,2024-09-13,boxscore,NYY,L,4,5,74-74,3,-12.0,2:52:00,172.0,N,45292,2024,74,74,0.5,Friday
147,2024-09-12,boxscore,NYY,L,1,2,74-73,3,-11.0,2:54:00,174.0,N,40229,2024,74,73,0.5,Thursday
146,2024-09-11,boxscore,BAL,W,5,3,74-72,3,-10.0,2:43:00,163.0,N,32448,2024,74,72,0.51,Wednesday
145,2024-09-10,boxscore,BAL,L,3,5,73-72,3,-10.0,2:52:00,172.0,N,30898,2024,73,72,0.5,Tuesday
144,2024-09-09,boxscore,BAL,W,12,3,73-71,3,-10.0,2:45:00,165.0,N,30600,2024,73,71,0.51,Monday
143,2024-09-08,boxscore,CHW,L,2,7,72-71,3,-10.0,2:35:00,155.0,D,29110,2024,72,71,0.5,Sunday
142,2024-09-07,boxscore,CHW,W,7,5,72-70,3,-10.0,2:34:00,154.0,N,31691,2024,72,70,0.51,Saturday
141,2024-09-06,boxscore,CHW,W,3,1,71-70,3,-10.5,2:23:00,143.0,N,32625,2024,71,70,0.5,Friday
140,2024-09-04,boxscore,NYM,L,3,8,70-70,3,-10.5,2:50:00,170.0,N,26270,2024,70,70,0.5,Wednesday
139,2024-09-03,boxscore,NYM,L,2,7,70-69,3,-10.5,2:35:00,155.0,N,29400,2024,70,69,0.5,Tuesday
138,2024-09-02,boxscore,NYM,L,1,4,70-68,3,-10.0,2:22:00,142.0,N,35064,2024,70,68,0.51,Monday
137,2024-09-01,boxscore,DET,L,1,4,70-67,3,-9.0,2:22:00,142.0,D,30173,2024,70,67,0.51,Sunday
136,2024-08-31,boxscore,DET,L,1,2,70-66,3,-9.0,2:01:00,121.0,N,34355,2024,70,66,0.51,Saturday
135,2024-08-30,boxscore,DET,W,7,5,70-65,3,-9.0,2:40:00,160.0,N,25207,2024,70,65,0.52,Friday
134,2024-08-29,boxscore,TOR,L,0,2,69-65,3,-9.0,2:12:00,132.0,N,31712,2024,69,65,0.51,Thursday
133,2024-08-28,boxscore,TOR,W,3,0,69-64,3,-8.5,2:05:00,125.0,N,32809,2024,69,64,0.52,Wednesday
132,2024-08-27,boxscore,TOR,W,6,3,68-64,3,-9.5,2:25:00,145.0,N,29634,2024,68,64,0.52,Tuesday
131,2024-08-26,boxscore,TOR,L,3,7,67-64,3,-10.5,2:32:00,152.0,N,29097,2024,67,64,0.51,Monday
130,2024-08-25,boxscore,ARI,L,5,7,67-63,3,-9.5,2:30:00,150.0,D,31453,2024,67,63,0.52,Sunday
129,2024-08-24,boxscore,ARI,L,1,4,67-62,3,-8.5,2:44:00,164.0,D,35528,2024,67,62,0.52,Saturday
128,2024-08-23,boxscore,ARI,L,2,12,67-61,3,-8.5,2:40:00,160.0,N,32016,2024,67,61,0.52,Friday
127,2024-08-21,boxscore,HOU,W,4,1,67-60,3,-7.0,2:34:00,154.0,D,31954,2024,67,60,0.53,Wednesday
126,2024-08-20,boxscore,HOU,W,6,5,66-60,3,-7.5,2:47:00,167.0,N,34436,2024,66,60,0.52,Tuesday
125,2024-08-19,boxscore,HOU,L,4,5,65-60,3,-8.0,2:46:00,166.0,N,33409,2024,65,60,0.52,Monday
124,2024-08-18,boxscore,BAL,L,2,4,65-59,3,-7.5,2:41:00,161.0,D,27104,2024,65,59,0.52,Sunday
123,2024-08-17,boxscore,BAL,W,5,1,65-58,3,-7.5,2:43:00,163.0,N,38921,2024,65,58,0.53,Saturday
122,2024-08-16,boxscore,BAL,W,12,10,64-58,3,-8.5,3:36:00,216.0,N,34541,2024,64,58,0.52,Friday
121,2024-08-15,boxscore,BAL,L,1,5,63-58,3,-8.5,2:27:00,147.0,N,25445,2024,63,58,0.52,Thursday
120,2024-08-14,boxscore,TEX,L,7,9,63-57,3,-8.0,3:01:00,181.0,N,35366,2024,63,57,0.52,Wednesday
119,2024-08-13,boxscore,TEX,W,9,4,63-56,3,-7.0,2:34:00,154.0,N,34522,2024,63,56,0.53,Tuesday
118,2024-08-12,boxscore,TEX,W,5,4,62-56,3,-7.5,3:34:00,214.0,N,35715,2024,62,56,0.53,Monday
117,2024-08-11,boxscore,HOU,L,2,10,61-56,3,-8.0,2:47:00,167.0,D,31762,2024,61,56,0.52,Sunday
116,2024-08-10,boxscore,HOU,L,4,5,61-55,3,-8.0,2:30:00,150.0,D,35443,2024,61,55,0.53,Saturday
115,2024-08-09,boxscore,HOU,L,4,8,61-54,3,-7.0,3:06:00,186.0,N,32898,2024,61,54,0.53,Friday
114,2024-08-07,boxscore,KCR,L,4,8,61-53,3,-6.5,2:34:00,154.0,N,16550,2024,61,53,0.54,Wednesday
113,2024-08-06,boxscore,KCR,W,6,5,61-52,3,-6.0,2:51:00,171.0,N,21386,2024,61,52,0.54,Tuesday
112,2024-08-05,boxscore,KCR,W,9,5,60-52,3,-6.5,2:46:00,166.0,N,20087,2024,60,52,0.54,Monday
111,2024-08-04,boxscore,TEX,W,7,2,59-52,3,-7.0,2:46:00,166.0,D,34532,2024,59,52,0.53,Sunday
110,2024-08-03,boxscore,TEX,L,4,7,58-52,3,-7.0,3:08:00,188.0,N,39414,2024,58,52,0.53,Saturday
109,2024-08-02,boxscore,TEX,W,11,6,58-51,3,-6.0,2:46:00,166.0,N,35669,2024,58,51,0.53,Friday
108,2024-07-31,boxscore,SEA,W,3,2,57-51,3,-7.5,3:11:00,191.0,D,34643,2024,57,51,0.53,Wednesday
107,2024-07-30,boxscore,SEA,L,6,10,56-51,3,-7.5,2:49:00,169.0,N,36592,2024,56,51,0.52,Tuesday
106,2024-07-29,boxscore,SEA,W,14,7,56-50,3,-6.5,2:47:00,167.0,N,35007,2024,56,50,0.53,Monday
105,2024-07-28,boxscore,NYY,L,2,8,55-50,3,-7.0,2:59:00,179.0,N,36410,2024,55,50,0.52,Sunday
104,2024-07-27,boxscore,NYY,L,8,11,55-49,3,-6.0,3:38:00,218.0,N,36711,2024,55,49,0.53,Saturday
103,2024-07-26,boxscore,NYY,W,9,7,55-48,3,-6.0,3:08:00,188.0,N,36661,2024,55,48,0.53,Friday
102,2024-07-24,boxscore,COL,L,7,20,54-48,3,-6.5,2:51:00,171.0,D,36579,2024,54,48,0.53,Wednesday
101,2024-07-23,boxscore,COL,W,6,0,54-47,3,-6.5,2:38:00,158.0,N,36553,2024,54,47,0.53,Tuesday
100,2024-07-22,boxscore,COL,L,8,9,53-47,3,-7.5,3:25:00,205.0,N,35261,2024,53,47,0.53,Monday
99,2024-07-21,boxscore,LAD,L,6,9,53-46,3,-7.0,2:42:00,162.0,D,50824,2024,53,46,0.54,Sunday
98,2024-07-20,boxscore,LAD,L,6,7,53-45,3,-7.0,3:30:00,210.0,D,48129,2024,53,45,0.54,Saturday
97,2024-07-19,boxscore,LAD,L,1,4,53-44,3,-6.0,2:36:00,156.0,N,51562,2024,53,44,0.55,Friday
96,2024-07-14,boxscore,KCR,W,5,4,53-43,3,-5.0,2:40:00,160.0,D,35351,2024,53,43,0.55,Sunday
95,2024-07-13,boxscore,KCR,W,5,0,52-43,3,-5.0,2:12:00,132.0,D,32378,2024,52,43,0.55,Saturday
94,2024-07-12,boxscore,KCR,L,1,6,51-43,3,-6.0,2:16:00,136.0,N,34894,2024,51,43,0.54,Friday
93,2024-07-11,boxscore,OAK,W,7,0,51-42,3,-6.0,2:20:00,140.0,N,33512,2024,51,42,0.55,Thursday
92,2024-07-10,boxscore,OAK,L,2,5,50-42,3,-7.0,2:46:00,166.0,N,32935,2024,50,42,0.54,Wednesday
91,2024-07-09,boxscore,OAK,W,12,9,50-41,3,-7.0,3:05:00,185.0,N,31826,2024,50,41,0.55,Tuesday
90,2024-07-07,boxscore,NYY,W,3,0,49-41,3,-8.0,2:23:00,143.0,N,45250,2024,49,41,0.54,Sunday
89,2024-07-06,boxscore,NYY,L,4,14,48-41,3,-8.0,2:57:00,177.0,D,45504,2024,48,41,0.54,Saturday
88,2024-07-05,boxscore,NYY,W,5,3,48-40,3,-8.0,2:49:00,169.0,N,47158,2024,48,40,0.55,Friday
87,2024-07-04,boxscore,MIA,W,6,5,47-40,3,-8.0,3:36:00,216.0,D,20539,2024,47,40,0.54,Thursday
86,2024-07-03,boxscore,MIA,W,7,2,46-40,3,-9.0,2:50:00,170.0,N,20285,2024,46,40,0.53,Wednesday
85,2024-07-02,boxscore,MIA,W,8,3,45-40,3,-9.0,2:30:00,150.0,N,14676,2024,45,40,0.53,Tuesday
84,2024-06-30,boxscore,SDP,W,4,1,44-40,3,-9.0,2:28:00,148.0,D,30665,2024,44,40,0.52,Sunday
83,2024-06-29,boxscore,SDP,L,1,11,43-40,3,-10.0,2:35:00,155.0,D,33003,2024,43,40,0.52,Saturday
82,2024-06-28,boxscore,SDP,L,2,9,43-39,3,-9.0,2:49:00,169.0,N,33540,2024,43,39,0.52,Friday
81,2024-06-26,boxscore,TOR,L,1,4,43-38,3,-8.5,2:36:00,156.0,D,34756,2024,43,38,0.53,Wednesday
80,2024-06-25,boxscore,TOR,L,4,9,43-37,3,-8.5,2:45:00,165.0,N,34546,2024,43,37,0.54,Tuesday
79,2024-06-24,boxscore,TOR,W,7,6,43-36,3,-8.5,2:37:00,157.0,N,35856,2024,43,36,0.54,Monday
78,2024-06-23,boxscore,CIN,W,7,4,42-36,3,-9.0,2:53:00,173.0,D,29199,2024,42,36,0.54,Sunday
77,2024-06-22,boxscore,CIN,W,4,3,41-36,3,-10.0,2:53:00,173.0,D,31803,2024,41,36,0.53,Saturday
76,2024-06-21,boxscore,CIN,L,2,5,40-36,3,-10.0,2:30:00,150.0,N,37146,2024,40,36,0.53,Friday
75,2024-06-19,boxscore,TOR,W,7,3,40-35,3,-10.5,2:54:00,174.0,N,38906,2024,40,35,0.53,Wednesday
74,2024-06-18,boxscore,TOR,W,4,3,39-35,3,-11.5,2:56:00,176.0,N,38595,2024,39,35,0.53,Tuesday
73,2024-06-17,boxscore,TOR,W,7,3,38-35,3,-11.5,2:43:00,163.0,N,29907,2024,38,35,0.52,Monday
72,2024-06-16,boxscore,NYY,W,9,3,37-35,3,-12.0,3:06:00,186.0,N,36718,2024,37,35,0.51,Sunday
71,2024-06-15,boxscore,NYY,W,8,4,36-35,3,-13.0,3:08:00,188.0,N,36673,2024,36,35,0.51,Saturday
70,2024-06-14,boxscore,NYY,L,1,8,35-35,3,-14.0,3:02:00,182.0,N,35024,2024,35,35,0.5,Friday
69,2024-06-13,boxscore,PHI,W,9,3,35-34,3,-13.0,2:43:00,163.0,N,34007,2024,35,34,0.51,Thursday
68,2024-06-12,boxscore,PHI,W,8,6,34-34,3,-14.0,3:04:00,184.0,N,33236,2024,34,34,0.5,Wednesday
67,2024-06-11,boxscore,PHI,L,1,4,33-34,3,-14.0,2:25:00,145.0,N,35004,2024,33,34,0.49,Tuesday
66,2024-06-09,boxscore,CHW,W,6,4,33-33,3,-12.5,3:22:00,202.0,D,21055,2024,33,33,0.5,Sunday
65,2024-06-08,boxscore,CHW,L,1,6,32-33,3,-12.5,2:51:00,171.0,D,26248,2024,32,33,0.49,Saturday
64,2024-06-07,boxscore,CHW,L,2,7,32-32,3,-12.5,2:32:00,152.0,N,19684,2024,32,32,0.5,Friday
63,2024-06-06,boxscore,CHW,W,14,2,32-31,3,-12.5,2:39:00,159.0,N,15568,2024,32,31,0.51,Thursday
62,2024-06-05,boxscore,ATL,W,9,0,31-31,3,-12.5,2:22:00,142.0,D,33760,2024,31,31,0.5,Wednesday
61,2024-06-04,boxscore,ATL,L,3,8,30-31,3,-12.5,2:16:00,136.0,N,34628,2024,30,31,0.49,Tuesday
60,2024-06-02,boxscore,DET,L,4,8,30-30,3,-11.5,3:01:00,181.0,D,34662,2024,30,30,0.5,Sunday
59,2024-06-01,boxscore,DET,W,6,3,30-29,3,-10.5,2:23:00,143.0,D,33806,2024,30,29,0.51,Saturday
58,2024-05-31,boxscore,DET,W,7,3,29-29,3,-10.5,2:31:00,151.0,N,31231,2024,29,29,0.5,Friday
57,2024-05-30,boxscore,DET,L,0,5,28-29,3,-10.5,2:35:00,155.0,N,31077,2024,28,29,0.49,Thursday
56,2024-05-29,boxscore,BAL,L,1,6,28-28,3,-9.5,2:26:00,146.0,N,18857,2024,28,28,0.5,Wednesday
55,2024-05-28,boxscore,BAL,W,8,3,28-27,3,-8.5,2:44:00,164.0,N,17970,2024,28,27,0.51,Tuesday
54,2024-05-27,boxscore,BAL,L,3,11,27-27,3,-9.5,2:31:00,151.0,D,40951,2024,27,27,0.5,Monday
53,2024-05-26,boxscore,MIL,W,2,1,27-26,3,-9.0,2:13:00,133.0,D,34078,2024,27,26,0.51,Sunday
52,2024-05-25,boxscore,MIL,L,3,6,26-26,3,-10.0,2:41:00,161.0,D,34822,2024,26,26,0.5,Saturday
51,2024-05-24,boxscore,MIL,L,2,7,26-25,3,-9.0,2:37:00,157.0,N,30992,2024,26,25,0.51,Friday
50,2024-05-22,boxscore,TBR,W,8,5,26-24,3,-7.5,2:40:00,160.0,N,13095,2024,26,24,0.52,Wednesday
49,2024-05-21,boxscore,TBR,W,5,2,25-24,3,-7.5,2:19:00,139.0,N,12274,2024,25,24,0.51,Tuesday
48,2024-05-20,boxscore,TBR,W,5,0,24-24,4,-8.5,2:08:00,128.0,N,13489,2024,24,24,0.5,Monday
47,2024-05-19,boxscore,STL,W,11,3,23-24,4,-9.5,2:51:00,171.0,D,39316,2024,23,24,0.49,Sunday
46,2024-05-18,boxscore,STL,L,2,7,22-24,4,-9.5,2:40:00,160.0,N,40690,2024,22,24,0.48,Saturday
45,2024-05-17,boxscore,STL,L,6,10,22-23,4,-8.5,2:52:00,172.0,N,37961,2024,22,23,0.49,Friday
44,2024-05-16,boxscore,TBR,L,5,7,22-22,4,-7.5,3:12:00,192.0,N,31704,2024,22,22,0.5,Thursday
43,2024-05-15,boxscore,TBR,L,3,4,22-21,3,-6.5,2:29:00,149.0,N,30016,2024,22,21,0.51,Wednesday
42,2024-05-14,boxscore,TBR,W,5,4,22-20,3,-5.5,3:12:00,192.0,N,32893,2024,22,20,0.52,Tuesday
41,2024-05-13,boxscore,TBR,L,3,5,21-20,3,-5.5,2:36:00,156.0,N,28663,2024,21,20,0.51,Monday
40,2024-05-12,boxscore,WSN,W,3,2,21-19,3,-5.5,2:31:00,151.0,D,29250,2024,21,19,0.52,Sunday
39,2024-05-11,boxscore,WSN,W,4,2,20-19,3,-6.5,2:13:00,133.0,D,30995,2024,20,19,0.51,Saturday
38,2024-05-10,boxscore,WSN,L,1,5,19-19,3,-6.5,2:26:00,146.0,N,31313,2024,19,19,0.5,Friday
37,2024-05-08,boxscore,ATL,L,0,5,19-18,3,-5.5,2:21:00,141.0,N,37015,2024,19,18,0.51,Wednesday
36,2024-05-07,boxscore,ATL,L,2,4,19-17,3,-4.5,2:31:00,151.0,N,38142,2024,19,17,0.53,Tuesday
35,2024-05-05,boxscore,MIN,W,9,2,19-16,3,-4.5,2:50:00,170.0,D,29638,2024,19,16,0.54,Sunday
34,2024-05-04,boxscore,MIN,L,1,3,18-16,3,-4.5,2:34:00,154.0,D,23587,2024,18,16,0.53,Saturday
33,2024-05-03,boxscore,MIN,L,2,5,18-15,3,-3.5,2:21:00,141.0,N,24488,2024,18,15,0.55,Friday
32,2024-05-02,boxscore,SFG,L,1,3,18-14,3,-2.5,2:21:00,141.0,D,30065,2024,18,14,0.56,Thursday
